Id,SalePrice
1461,122460.48289119168
1462,144939.01689751685
1463,175601.42998935605
1464,186187.42455456275
1465,162133.77350250547
1466,169254.45370642308
1467,169901.4615213944
1468,170420.21108860653
1469,174875.98130698485
1470,121102.91433497737
1471,211544.2144178144
1472,110921.92180644763
1473,116517.81321575338
1474,167250.88345278404
1475,123905.67977820298
1476,351742.37202043866
1477,242930.20087142277
1478,301626.1889852757
1479,306522.8215361736
1480,481692.67043779226
1481,308365.97015664564
1482,221176.9699266788
1483,183762.18126999232
1484,189861.55102844664
1485,172585.09906377544
1486,195338.33032192357
1487,307376.23482587165
1488,262716.3955923652
1489,186684.81783045977
1490,227141.81239301903
1491,196393.8899928071
1492,106271.98023192977
1493,203655.76622772793
1494,281912.5779102086
1495,262617.46209242026
1496,236456.6302199323
1497,166400.13347716763
1498,164229.9924441169
1499,152238.72191965033
1500,152221.47236120875
1501,171642.83513838184
1502,148819.62128234192
1503,244761.67274610154
1504,235952.3363788683
1505,221996.26346208845
1506,201554.32271415016
1507,232057.0818036856
1508,224123.5874456217
1509,145034.2491183201
1510,143913.4163263837
1511,139374.84454639716
1512,181639.63724929612
1513,158329.97933490563
1514,151009.89067856225
1515,228571.66337204768
1516,163553.0759141237
1517,153205.1492321804
1518,148495.87805718576
1519,222164.88993611452
1520,132571.2099966014
1521,134872.21728137688
1522,173685.43409124837
1523,95881.24926349208
1524,100005.83263263488
1525,120520.34509775655
1526,119654.09492158027
1527,124897.59344622189
1528,124254.11038808424
1529,139534.83899293983
1530,160512.84951258532
1531,123464.12863422772
1532,106373.35676379791
1533,144962.55127481342
1534,107404.66224496625
1535,147766.20622488053
1536,108652.28087100209
1537,107593.59869270162
1538,161673.20374462655
1539,202954.06139005677
1540,114536.23476984109
1541,130389.20338236801
1542,150834.55737023352
1543,165638.309092799
1544,94699.86552776031
1545,89370.98800902977
1546,146438.03198891558
1547,141581.24229281206
1548,108835.8073047382
1549,112372.66210066812
1550,142877.51333220748
1551,113946.3340417256
1552,156336.2509370761
1553,130842.3012976938
1554,120407.15924416522
1555,148257.79589882048
1556,108810.49490239842
1557,74720.55523498546
1558,89637.55359797801
1559,109769.91076832489
1560,163594.93818397174
1561,123581.02540942156
1562,129989.92808652054
1563,113161.44324782188
1564,165915.3372148541
1565,147677.43909128234
1566,185716.2996893066
1567,94480.99427988044
1568,218148.12400432804
1569,134578.8292399328
1570,144649.96167297603
1571,144946.03348915096
1572,129490.81161083115
1573,211387.15598017204
1574,146938.07615200419
1575,192652.92912898515
1576,261025.8135000645
1577,191575.19960341745
1578,143018.55766555527
1579,145981.62926988755
1580,196553.38650104956
1581,132259.00224809695
1582,128888.53837410896
1583,339844.3943797093
1584,232736.0538421477
1585,146329.5994615
1586,86247.87956607838
1587,116710.53350092279
1588,134760.99833935668
1589,98188.06698766598
1590,136548.2723779078
1591,95172.35428546726
1592,148768.59577487136
1593,127021.22132734334
1594,122612.68244777004
1595,107021.87206103702
1596,189913.18227232734
1597,191093.21044966008
1598,166681.7240793179
1599,172312.34700627642
1600,192112.41125063368
1601,62088.946456957376
1602,120870.75248197828
1603,65964.69663286232
1604,247890.54881697457
1605,239185.60463573036
1606,173442.79917425293
1607,245717.2975317318
1608,241422.53178843355
1609,190801.1781543746
1610,151611.4333493803
1611,169745.85180096806
1612,192746.4961030924
1613,193555.89239738125
1614,125574.44965396656
1615,87169.13238879533
1616,87236.43192267811
1617,89695.71052793086
1618,121045.82068147016
1619,134747.05415037068
1620,187466.82806558535
1621,139457.5979498691
1622,146562.73972471547
1623,235610.81523316755
1624,232783.91398997887
1625,108810.11050924101
1626,189107.11264384387
1627,178643.26915416037
1628,261755.0172209437
1629,176871.2727170726
1630,332799.2356931022
1631,169800.2133552929
1632,234326.8541379345
1633,185455.7353375408
1634,186395.40006448826
1635,179713.0653041432
1636,182985.74354515277
1637,181567.90418243586
1638,170600.2696658591
1639,191669.79519808418
1640,239868.02301903837
1641,175917.6076031278
1642,222963.54705431245
1643,233990.47390143957
1644,222306.9422469152
1645,199152.7622292907
1646,171288.14790657413
1647,159522.63089787215
1648,135847.44034567603
1649,130408.22655884687
1650,120678.07850049774
1651,133066.83522304887
1652,102149.26900645487
1653,106002.6510782564
1654,154634.96736492132
1655,141721.10813563355
1656,158235.23383892686
1657,155517.04667988836
1658,173023.90373248493
1659,125724.07070498084
1660,169065.95740621758
1661,467364.3223474438
1662,352695.14351057366
1663,433308.05306769593
1664,478827.16465972667
1665,357705.66661657335
1666,349235.88654430973
1667,353890.9970763846
1668,376119.3966561907
1669,313243.01004676707
1670,336641.7953578925
1671,238609.49417623764
1672,420269.61676653044
1673,335610.03452710644
1674,251303.63617963152
1675,219343.14925232975
1676,203003.57738735346
1677,218335.0818984175
1678,463049.0112009965
1679,357732.9896637969
1680,333931.90827599907
1681,236316.5740339653
1682,305049.5096947707
1683,208408.87825677422
1684,157505.31354229673
1685,188126.32636216993
1686,191333.1744091812
1687,175324.88396869626
1688,199538.77743515564
1689,197590.6555707589
1690,196451.36479280592
1691,167512.47138564117
1692,240679.79889862714
1693,171300.5157699808
1694,171551.65112374726
1695,184039.6466768134
1696,250297.18912636398
1697,172654.0999977656
1698,392509.5009289249
1699,360548.80287931423
1700,248800.69852464923
1701,250953.3473775718
1702,291632.45678083244
1703,260594.52782383232
1704,308100.17940591316
1705,255038.44506250814
1706,459130.672907923
1707,203116.82739199256
1708,211299.17682064604
1709,290652.94830168964
1710,249780.61439841983
1711,252486.4352417427
1712,253233.76950518257
1713,281237.2507292496
1714,227879.84976336756
1715,177419.06073428478
1716,173744.0213164064
1717,173315.04686710407
1718,129977.62544058752
1719,201324.6910346858
1720,242723.0849261617
1721,171300.5157699808
1722,134188.1694093434
1723,171782.03062956803
1724,214902.25941203404
1725,238538.09384958868
1726,164950.94659056197
1727,183147.7043093046
1728,173438.76753769192
1729,168965.73106366233
1730,170162.29828750846
1731,126186.74987582823
1732,128431.18146872173
1733,109501.99585468728
1734,124678.99911707362
1735,139772.23339765548
1736,111605.94316708544
1737,313186.02490629413
1738,216305.20619434986
1739,295213.1012308135
1740,224906.02291167158
1741,188536.44696191465
1742,170354.6247376439
1743,173913.64509484885
1744,274857.455197047
1745,203010.00685893762
1746,201724.0039076449
1747,220297.62955723872
1748,202821.76630483128
1749,168174.2389881651
1750,136862.87788823232
1751,228306.50654629857
1752,107423.08081691194
1753,158812.19968669472
1754,202709.93600780162
1755,170022.2230023742
1756,125945.2735063305
1757,122938.07029513954
1758,161162.59090636956
1759,174730.94360111328
1760,173881.71426978335
1761,157446.7204896883
1762,160430.21532499956
1763,176802.4451532515
1764,108949.57937743455
1765,168250.09909325727
1766,175431.30935071426
1767,215016.16035298127
1768,122236.42462007227
1769,158052.97834110912
1770,145234.73154043328
1771,121470.62447214876
1772,139718.49472085625
1773,117559.5759441962
1774,177161.82415213174
1775,128018.8568430901
1776,120495.52297469205
1777,94327.6287262174
1778,139227.80084596432
1779,121764.79610053211
1780,144048.0385214497
1781,125831.09129457318
1782,94739.8720647932
1783,171343.21521823196
1784,116521.37936503756
1785,130129.75000562097
1786,139857.94883731418
1787,166092.34150536286
1788,61580.32681840702
1789,120801.88808497247
1790,94185.69221861486
1791,259338.81616772048
1792,149026.61851533107
1793,149260.44018029215
1794,160191.25425370448
1795,133226.38685539432
1796,117504.01569637693
1797,143801.7868976372
1798,127051.70340178502
1799,93819.94363304369
1800,116506.5390138694
1801,129218.29821704878
1802,160351.06651712517
1803,170643.39721830352
1804,140948.23079846415
1805,131959.92453152826
1806,132125.57377174517
1807,132165.82113807544
1808,130389.8613131261
1809,118683.45692553319
1810,143403.6235235372
1811,74216.2508980089
1812,108149.2178735208
1813,123570.4428527586
1814,106571.69281437581
1815,60878.67082501523
1816,90607.5857491862
1817,156962.34766221372
1818,169308.72203436407
1819,130435.37469801767
1820,101318.50196904872
1821,108081.86083001089
1822,167004.19064842697
1823,64383.61638263499
1824,139581.04369900457
